unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1.65E+12,06-04-2022,BTC,45193.4,45521.16,42750,43304.16,1692.660073,73299222.62
1.65E+12,05-04-2022,BTC,46779.64,46864,44367.86,44775.37,1053.974623,47192103.73
1.65E+12,05-04-2022,BTC,46666.7,47183.93,44367.86,45193.4,980.58458,44315951.16
1.65E+12,04-04-2022,BTC,46007.21,47183.93,45123.9,46779.64,1021.102597,47766811.89
1.65E+12,04-04-2022,BTC,46019.34,46886.58,45123.9,46666.7,1031.871958,48154059.12
1.65E+12,03-04-2022,BTC,46409.2,47450,45760,46007.21,700.2573476,32216886.85
1.65E+12,03-04-2022,BTC,45964.35,47450,45760,46019.34,578.3189492,26613856.35
1.65E+12,02-04-2022,BTC,46747.56,46955.8,45565.48,46409.2,401.9094556,18652296.31
1.65E+12,02-04-2022,BTC,46618.39,46955.8,45565.48,45964.35,441.2647667,20282448.18
1.65E+12,01-04-2022,BTC,45263.72,47206.57,45263.72,46747.56,831.1633222,38854857.28
1.65E+12,01-04-2022,BTC,44600,47206.57,44559.99,46618.39,926.6450244,43198699.14
1.65E+12,31-03-2022,BTC,47421.06,47636.87,44248,45263.72,1056.515034,47821800.66
1.65E+12,31-03-2022,BTC,47108.13,47636.87,44248,44600,975.1194731,43490328.5
1.65E+12,30-03-2022,BTC,47330.68,47713.72,46853.86,47421.06,665.2984083,31549155.74
1.65E+12,30-03-2022,BTC,47468.07,47713.72,46853.86,47108.13,654.3885328,30827020.08
1.65E+12,29-03-2022,BTC,47875.36,48042.18,46546.15,47330.68,756.8934057,35824279.58
1.65E+12,29-03-2022,BTC,47367.16,48138.6,46546.15,47468.07,869.4788937,41272484.99
1.65E+12,28-03-2022,BTC,47234.17,48217.83,46877.88,47875.36,1164.643573,55757730.32
1.65E+12,28-03-2022,BTC,47058.74,48217.83,46785.99,47367.16,1117.301315,52923390.16
1.65E+12,27-03-2022,BTC,44463.2,47611.55,44461.37,47234.17,1055.727321,49866403.76
1.65E+12,27-03-2022,BTC,44725.15,47611.55,44461.37,47058.74,996.4058672,46889604.64
1.65E+12,26-03-2022,BTC,44391.91,44947.66,44158.46,44463.2,366.2944038,16286621.34
1.65E+12,26-03-2022,BTC,44439.25,44947.66,44158.46,44725.15,296.6019871,13265568.36
1.65E+12,25-03-2022,BTC,44869.62,45124.14,44035.5,44391.91,805.0089158,35735883.34
1.65E+12,25-03-2022,BTC,43984.86,45124.14,43596.03,44439.25,946.2092999,42048831.63
1.65E+12,24-03-2022,BTC,42838.58,44947.38,42616.51,44869.62,1090.312322,48921899.55
1.65E+12,24-03-2022,BTC,42754.74,44395.48,42616.51,43984.86,1139.05459,50101156.67
1.65E+12,23-03-2022,BTC,42396.13,43490.32,41976.31,42838.58,1111.38621,47610207.07
1.65E+12,23-03-2022,BTC,42101.27,43295.15,41777,42754.74,1087.202534,46483061.68
1.65E+12,22-03-2022,BTC,42983.63,43232.47,41777,42396.13,966.5613146,40978459.15
1.65E+12,22-03-2022,BTC,42240.26,43359.99,41929.87,42101.27,1406.95352,59234530.02
1.65E+12,21-03-2022,BTC,41243.07,43359.99,40773.48,42983.63,1398.388032,60107793.78
1.65E+12,21-03-2022,BTC,40861.3,42500,40758.16,42240.26,879.1419348,37135183.9
1.65E+12,20-03-2022,BTC,41687.52,41698.43,40529.07,41243.07,503.1673016,20752164.24
1.65E+12,20-03-2022,BTC,41969.76,42019.07,40529.07,40861.3,436.6051656,17840254.65
1.65E+12,19-03-2022,BTC,41888.88,42400,41350,41687.52,332.3596944,13855251.41
1.65E+12,19-03-2022,BTC,41815.86,42400,41575.81,41969.76,338.6876836,14214640.79
1.65E+12,18-03-2022,BTC,40466.85,42350,40332.75,41888.88,913.9111655,38282715.14
1.65E+12,18-03-2022,BTC,40555.62,42350,40179.68,41815.86,984.0745354,41149923
1.65E+12,17-03-2022,BTC,41037.11,41181.86,40179.68,40466.85,747.2840326,30240230.85
1.65E+12,17-03-2022,BTC,41025.46,41471.57,40283.13,40555.62,926.4033259,37570861.25
1.65E+12,16-03-2022,BTC,40391.06,41471.57,39345.11,41037.11,1791.030025,73498696.13
1.65E+12,16-03-2022,BTC,39177.73,41471.57,38950,41025.46,1845.703829,75720848.62
1.65E+12,15-03-2022,BTC,38875.61,41702.89,38507.15,40391.06,1717.984996,69391235.04
1.65E+12,15-03-2022,BTC,38767.4,41702.89,38110.23,39177.73,1527.79404,59855502.38
1.65E+12,14-03-2022,BTC,38835.69,39917.17,38110.23,38875.61,894.0648055,34757314.69
1.65E+12,14-03-2022,BTC,38167.61,39917.17,38130.8,38767.4,976.6431142,37861914.27
1.65E+12,13-03-2022,BTC,38497.01,39301.33,37578.09,38835.69,705.2056417,27387147.69
1.65E+12,13-03-2022,BTC,39193.8,39309.13,37578.09,38167.61,591.6238578,22580868.67
1.65E+12,12-03-2022,BTC,39196.99,39467.28,38376.14,38497.01,364.2225981,14021481
1.65E+12,12-03-2022,BTC,39108.99,39467.28,38665.92,39193.8,305.5278737,11974798.38
1.65E+12,11-03-2022,BTC,39933.32,39959.9,38318.6,39196.99,797.5115154,31260050.89
1.65E+12,11-03-2022,BTC,38724.13,40251.83,38318.6,39108.99,1020.148832,39896990.46
1.65E+12,10-03-2022,BTC,39246.89,40285.23,38254.5,39933.32,1165.717233,46550959.29
1.65E+12,10-03-2022,BTC,40790,40845.17,38254.5,38724.13,1469.425205,56902212.66
1.65E+12,09-03-2022,BTC,41917.2,42590.58,38815.25,39246.89,1718.665248,67452265.92
1.65E+12,09-03-2022,BTC,41230.39,42590.58,40569.15,40790,1804.916859,73622558.69
1.65E+12,08-03-2022,BTC,38825.1,42536.48,38147.92,41917.2,1865.531275,78197847.55
1.65E+12,08-03-2022,BTC,38685.62,41441.18,38011.86,41230.39,1474.265045,60784522.77
1.65E+12,07-03-2022,BTC,38609.21,39551.51,37176.64,38825.1,1337.226866,51917966.8
1.65E+12,07-03-2022,BTC,37885.04,39551.51,37176.64,38685.62,1204.276454,46588181.28
1.65E+12,06-03-2022,BTC,38524.01,39360,37584.45,38609.21,850.3795198,32832481.46
1.65E+12,06-03-2022,BTC,39290.05,39652.46,37584.45,37885.04,927.3941682,35134365.16
1.65E+12,05-03-2022,BTC,39079.6,39695.51,38095,38524.01,584.8529792,22530882.02
1.65E+12,05-03-2022,BTC,39083.02,39695.51,38734.01,39290.05,490.6300105,19276877.64
1.65E+12,04-03-2022,BTC,41532.31,41830.37,38588.89,39079.6,1892.029332,73939749.48
1.65E+12,04-03-2022,BTC,41449.63,41900.07,38588.89,39083.02,2239.569625,87529144.44
1.65E+12,03-03-2022,BTC,43584.28,44136.36,40885.87,41532.31,1982.866669,82353033.19
1.65E+12,03-03-2022,BTC,43331.62,44136.36,41073.25,41449.63,1671.92343,69300607.57
1.65E+12,02-03-2022,BTC,44034.8,45303,42949,43584.28,1132.139033,49343464.63
1.65E+12,02-03-2022,BTC,44346.16,45303,43252.96,43331.62,1252.260233,54262464.57
1.65E+12,01-03-2022,BTC,44690.55,44979.18,43240,44034.8,2054.775806,90481641.67
1.65E+12,01-03-2022,BTC,43174.08,44979.18,42871.08,44346.16,2445.188369,108434714.7
1.65E+12,28-02-2022,BTC,38301.16,44716.94,37954.37,44690.55,3091.820705,138175167.8
1.65E+12,28-02-2022,BTC,37815.02,44253.03,37489,43174.08,2691.75427,116214014.2
1.65E+12,27-02-2022,BTC,39768.46,39826.93,37003.56,38301.16,1440.382928,55168336.99
1.65E+12,27-02-2022,BTC,38631.68,39868.47,37003.56,37815.02,1314.390697,49703710.5
1.65E+12,26-02-2022,BTC,39016.13,39868.47,38225.28,39768.46,496.8068611,19757243.78
1.65E+12,26-02-2022,BTC,39434.49,39693.32,38225.28,38631.68,480.7121391,18570717.53
1.65E+12,25-02-2022,BTC,39371.53,40326.51,38560.75,39016.13,1378.453574,53781923.83
1.65E+12,25-02-2022,BTC,38961.51,40326.51,38034.69,39434.49,1588.199496,62629837.15
1.65E+12,24-02-2022,BTC,35259.77,39736.52,35141.99,39371.53,2637.677145,103849384.9
1.65E+12,24-02-2022,BTC,34941.84,39736.52,34337.91,38961.51,3579.689517,139470108.9
1.65E+12,23-02-2022,BTC,39053.33,39298.31,34337.91,35259.77,3335.276569,117601084.7
1.65E+12,23-02-2022,BTC,37784.06,39298.31,34757.06,34941.84,2262.871453,79068892.27
1.65E+12,22-02-2022,BTC,37652.48,39156.17,37347.28,39053.33,1307.412393,51058807.63
1.65E+12,22-02-2022,BTC,36591.46,38450.46,36526.6,37784.06,1277.137959,48255457.26
1.65E+12,21-02-2022,BTC,37554.85,39348.97,36370.02,37652.48,1665.832805,62722736.36
1.65E+12,21-02-2022,BTC,38956.63,39490.69,36370.02,36591.46,1819.548624,66579940.68
1.65E+12,20-02-2022,BTC,38232.45,39490.69,37373.81,37554.85,907.525419,34081980.98
1.65E+12,20-02-2022,BTC,39821.46,39842.54,38003,38956.63,875.2465966,34096657.82
1.65E+12,19-02-2022,BTC,39767.4,40374.68,38003,38232.45,584.9675092,22364741.05
1.65E+12,19-02-2022,BTC,40164.68,40459.19,39667.82,39821.46,295.1783328,11754432.17
1.65E+12,18-02-2022,BTC,40454.36,40784.74,39414.72,39767.4,1195.187831,47529512.56
1.65E+12,18-02-2022,BTC,40725.83,40967.36,39414.72,40164.68,1299.536862,52195482.2
1.65E+12,17-02-2022,BTC,43234.4,43328.37,40076.64,40454.36,1430.494684,57869746.91
1.65E+12,17-02-2022,BTC,43619.61,44043.76,40076.64,40725.83,1599.551877,65143077.83
1.65E+12,16-02-2022,BTC,44064.47,44394.72,42943.59,43234.4,1061.732731,45903377.56
1.64E+12,16-02-2022,BTC,44014.68,44394.72,43357.5,43619.61,814.4450426,35525775.12
1.64E+12,15-02-2022,BTC,44193.9,44772.8,43714.15,44064.47,688.8626454,30354367.37
1.64E+12,15-02-2022,BTC,43599.82,44772.8,43407.4,44014.68,886.0057362,38997258.96
1.64E+12,14-02-2022,BTC,42551.55,44449.21,41825.77,44193.9,1235.453094,54599490.47
1.64E+12,14-02-2022,BTC,41939.74,43716.32,41762.2,43599.82,1148.417568,50070799.26
1.64E+12,13-02-2022,BTC,42502.66,42762.14,41582.85,42551.55,638.1370049,27153718.67
1.64E+12,13-02-2022,BTC,42254.29,42762.14,41582.85,41939.74,473.0327852,19838872.02
1.64E+12,12-02-2022,BTC,42303.91,43046.93,41772.56,42502.66,328.9776894,13982426.88
1.64E+12,12-02-2022,BTC,42329.09,43046.93,41772.56,42254.29,360.3318701,15225567.34
1.64E+12,11-02-2022,BTC,43603.85,44029.89,41777,42303.91,1081.614478,45756521.52
1.64E+12,11-02-2022,BTC,43372.17,44029.89,41982.57,42329.09,1163.498891,49249849.28
1.64E+12,10-02-2022,BTC,44872.82,45861.85,42625.34,43603.85,2276.530592,99265498.46
1.64E+12,10-02-2022,BTC,43819.66,45861.85,42625.34,43372.17,2315.305894,100419840.8
1.64E+12,09-02-2022,BTC,44158.86,45192.06,43589,44872.82,718.6526461,32247970.83
1.64E+12,09-02-2022,BTC,43380.73,44853.11,43175.15,43819.66,760.0300916,33304260.2
1.64E+12,08-02-2022,BTC,43475.16,44425.36,42674.83,44158.86,1278.99019,56478748.74
1.64E+12,08-02-2022,BTC,44229.63,45540.82,42674.83,43380.73,1808.617986,78459168.52
1.64E+12,07-02-2022,BTC,42686,45540.82,42655.39,43475.16,1869.712714,81286059.41
1.64E+12,07-02-2022,BTC,42863.79,44543.78,42238.63,44229.63,1349.593619,59692026.41
1.64E+12,06-02-2022,BTC,41636.9,43006.74,41093.9,42686,969.0400608,41364444.03
1.64E+12,06-02-2022,BTC,41485,42980,41093.9,42863.79,750.096337,32151971.87
1.64E+12,05-02-2022,BTC,41422,41942.68,40971.46,41636.9,393.2004514,16371647.88
1.64E+12,05-02-2022,BTC,41487.51,41942.68,40971.46,41485,507.9777771,21073458.08
1.64E+12,04-02-2022,BTC,37985.15,41996.48,37305.93,41422,2349.901081,97337602.6
1.64E+12,04-02-2022,BTC,37330.9,41996.48,37270.19,41487.51,2401.067754,99614322.48
1.64E+12,03-02-2022,BTC,36703.99,38250,36272.06,37985.15,1070.400741,40659332.71
1.64E+12,03-02-2022,BTC,36839.21,37454.49,36272.06,37330.9,1133.191332,42303052.28
1.64E+12,02-02-2022,BTC,38731.83,38801,36274.71,36703.99,1186.075486,43533702.79
1.64E+12,02-02-2022,BTC,38591.08,38801,36622.85,36839.21,1115.491394,41093821.73
1.64E+12,01-02-2022,BTC,38675.32,39280,38196.86,38731.83,1164.522145,45104073.76
1.64E+12,01-02-2022,BTC,38640.92,39280,38037.11,38591.08,1296.960431,50051103.73
1.64E+12,31-01-2022,BTC,37093.87,39095.66,36816.72,38675.32,1434.444312,55477592.79
1.64E+12,31-01-2022,BTC,37046.28,38770,36816.72,38640.92,1232.366578,47619778.36
1.64E+12,30-01-2022,BTC,37961,38271.56,36664,37093.87,602.1664044,22336682.32
1.64E+12,30-01-2022,BTC,37953.81,38362.31,36664,37046.28,569.2108861,21087145.86
1.64E+12,29-01-2022,BTC,37877.12,38728.99,37335.54,37961,688.293921,26128325.54
1.64E+12,29-01-2022,BTC,37765.27,38728.99,37335.54,37953.81,661.4138463,25103175.45
1.64E+12,28-01-2022,BTC,36274.49,38053.3,36227.65,37877.12,1103.409824,41793986.31
1.64E+12,28-01-2022,BTC,37371.18,38053.3,36129.09,37765.27,1278.824051,48295135.58
1.64E+12,27-01-2022,BTC,36702.1,37500,35515.37,36274.49,1280.733466,46457953.29
1.64E+12,27-01-2022,BTC,35795.03,37465.62,35515.37,37371.18,1430.041403,53442334.7
1.64E+12,26-01-2022,BTC,37795.7,38964.4,35518.37,36702.1,2353.068373,86362550.75
1.64E+12,26-01-2022,BTC,37428.06,38964.4,35518.37,35795.03,2342.092984,83835288.62
1.64E+12,25-01-2022,BTC,36539.01,38275.55,36004.65,37795.7,1706.19204,64486722.49
1.64E+12,25-01-2022,BTC,36463.33,37567,35721.1,37428.06,1548.328021,57950914.05
1.64E+12,24-01-2022,BTC,33089.48,37583.8,32960.26,36539.01,4309.161661,157452501
1.64E+12,24-01-2022,BTC,35369,37583.8,32960.26,36463.33,5183.270328,188999296.5
1.64E+12,23-01-2022,BTC,35835.86,36517.11,33037.37,33089.48,2077.132429,68731231.95
1.64E+12,23-01-2022,BTC,35080.27,36517.11,34609.43,35369,1672.547313,59156325.91
1.64E+12,22-01-2022,BTC,35791.81,36185.78,34217.2,35835.86,2088.490448,74842851.3
1.64E+12,22-01-2022,BTC,36341.4,36439.95,34000,35080.27,2177.179158,76376032.71
1.64E+12,21-01-2022,BTC,38188.73,39075.72,34000,35791.81,3885.45506,139067469.3
1.64E+12,21-01-2022,BTC,38462.49,39289.82,35389.69,36341.4,3863.902158,140419613.9
1.64E+12,20-01-2022,BTC,42061.93,43516.85,37714.81,38188.73,3248.470556,124054965
1.64E+12,20-01-2022,BTC,41954.5,43516.85,38260,38462.49,2551.473106,98136008.84
1.64E+12,19-01-2022,BTC,42119.56,42580.05,41549.86,42061.93,977.1799724,41102075.6
1.64E+12,19-01-2022,BTC,41712.63,42580.05,41156.28,41954.5,1214.411904,50950044.22
1.64E+12,18-01-2022,BTC,41807.57,42679.8,41156.28,42119.56,1204.867092,50748471.77
1.64E+12,18-01-2022,BTC,42052.76,42679.8,41281.06,41712.63,1130.901551,47172877.95
1.64E+12,17-01-2022,BTC,42571,42751.41,41379.74,41807.57,675.3914355,28236474.72
1.64E+12,17-01-2022,BTC,42655.12,42976.61,41559.11,42052.76,636.1374183,26751334.18
1.64E+12,16-01-2022,BTC,43022.38,43499.99,42583,42655.12,622.0780987,26534815.95
1.64E+12,15-01-2022,BTC,42947.72,43811.44,42590.52,43022.38,850.1116768,36573827.6
1.64E+12,14-01-2022,BTC,42679.68,43462.53,41789.82,42947.72,800.8025109,34392642.01
1.64E+12,13-01-2022,BTC,43525.85,44443.94,42326.63,42679.68,1120.790154,47834965.13
1.64E+12,12-01-2022,BTC,42631.64,44339.33,42486.86,43525.85,1336.006703,58150827.35
1.64E+12,11-01-2022,BTC,42299.24,43126.5,41289.81,42631.64,1412.94154,60236015.08
1.64E+12,10-01-2022,BTC,41997.88,42427.67,39666.01,42299.24,2295.575,97101077.86
1.64E+12,09-01-2022,BTC,41850.79,42782.58,41214.24,41997.88,688.3544149,28909426.11
1.64E+12,08-01-2022,BTC,41807.94,42313.92,40536.46,41850.79,982.2318879,41107180.47
1.64E+12,07-01-2022,BTC,41799.85,42777,40625,41807.94,1955.651801,81761773.16
1.64E+12,06-01-2022,BTC,42846.04,43586.5,41551.06,41799.85,1438.634983,60134726.48
1.64E+12,05-01-2022,BTC,46440.16,47055.04,42500,42846.04,2900.981385,124295564.5
1.64E+12,04-01-2022,BTC,46341.7,47513.65,45548.44,46440.16,1149.726824,53393497.67
1.64E+12,03-01-2022,BTC,46810.54,47571.03,45710.15,46341.7,856.8379253,39707326.08
1.64E+12,02-01-2022,BTC,47329.05,47997.09,46673.22,46810.54,511.2407361,23931454.93
1.64E+12,01-01-2022,BTC,46806.83,47961.28,46553,47329.05,565.4046269,26760063.85
1.64E+12,31-12-2021,BTC,47207.99,48578.35,45641.11,46806.83,1591.712555,74503018.96
1.64E+12,30-12-2021,BTC,46502.44,47949.3,46496.19,47207.99,998.4122503,47133035.53
1.64E+12,29-12-2021,BTC,48017.93,48075.97,45945.3,46502.44,1119.628142,52065440.51
1.64E+12,28-12-2021,BTC,49821.79,49834.68,47322.97,48017.93,1275.007551,61223223.35
1.64E+12,27-12-2021,BTC,51036.12,52104.93,49509.47,49821.79,896.0420795,44642420.32
1.64E+12,26-12-2021,BTC,49705.21,51294.26,49460.66,51036.12,489.2356986,24968691.82
1.64E+12,25-12-2021,BTC,50872.31,51156.95,49656.65,49705.21,400.6702278,19915397.81
1.64E+12,24-12-2021,BTC,51067.84,51866.86,50461.08,50872.31,558.1178109,28392742.29
1.64E+12,23-12-2021,BTC,48545.38,51533.71,48072.35,51067.84,1001.255089,51131934.66
1.64E+12,22-12-2021,BTC,49263.44,49548.86,48063.36,48545.38,726.8006759,35282815
1.64E+12,21-12-2021,BTC,47954.56,49598.11,47948.07,49263.44,1235.891351,60884259.4
1.64E+12,20-12-2021,BTC,46709.08,48082.61,45579.18,47954.56,954.7029059,45782357.78
1.64E+12,19-12-2021,BTC,47745.99,48306.22,46255,46709.08,670.5182395,31319290.09
1.64E+12,18-12-2021,BTC,46312.19,47980.93,46100,47745.99,500.9815147,23919858.39
1.64E+12,17-12-2021,BTC,47779.8,48194.13,45463.96,46312.19,1294.101146,59932658.15
1.64E+12,16-12-2021,BTC,48838.59,49466.29,47438.15,47779.8,881.6692231,42125979.15
1.64E+12,15-12-2021,BTC,48280.5,49500,46539,48838.59,1684.171268,82252550.04
1.64E+12,14-12-2021,BTC,46968.47,48784.28,46350,48280.5,1026.117909,49541485.73
1.64E+12,13-12-2021,BTC,48899.75,49348.69,45618.84,46968.47,1749.037798,82149629.35
1.64E+12,12-12-2021,BTC,49333.66,50808.48,48490.81,48899.75,779.5458793,38119598.61
1.64E+12,11-12-2021,BTC,48331.11,49699.99,47819.28,49333.66,623.8648248,30777535.15
1.64E+12,10-12-2021,BTC,48405.03,49243,46759.2,48331.11,766.723395,37056592.74
1.64E+12,09-12-2021,BTC,49567.4,50362.35,47335.2,48405.03,1686.802676,81649734.12
1.64E+12,08-12-2021,BTC,50162.48,51269.82,48669.68,49567.4,1215.602999,60254280.1
1.64E+12,07-12-2021,BTC,51012.43,51982.66,50086,50162.48,1220.785991,61237652.87
1.64E+12,06-12-2021,BTC,49103.01,51481.04,47165.65,51012.43,2139.332817,109132565.6
1.64E+12,05-12-2021,BTC,49249.56,49786.95,47844.03,49103.01,3697.032547,181535426.1
1.64E+12,04-12-2021,BTC,52055.9,52644.42,42074.62,49249.56,5486.886278,270226735
1.64E+12,03-12-2021,BTC,56380.25,57673.58,51619.3,52055.9,1784.772369,92907931.98
1.64E+12,02-12-2021,BTC,56362.19,57277.92,56000,56380.25,1140.494616,64301371.57
1.64E+12,01-12-2021,BTC,57404.47,59105.91,55860.02,56362.19,1420.426738,80058361.7
1.64E+12,30-11-2021,BTC,57163.87,59226.98,55930.25,57404.47,1487.282388,85376657.24
1.64E+12,29-11-2021,BTC,57400.61,58903.31,56734.49,57163.87,1057.040264,60424512.25
1.64E+12,28-11-2021,BTC,54161.85,58265.2,53333.33,57400.61,790.7465465,45389334.12
1.64E+12,27-11-2021,BTC,54409.03,55320.8,53739.8,54161.85,556.5086102,30141535.87
1.64E+12,26-11-2021,BTC,57952.35,58043.76,53529,54409.03,2804.098114,152568258.4
1.64E+12,25-11-2021,BTC,57756.25,59476.65,57051.76,57952.35,628.9894648,36451417.61
1.64E+12,24-11-2021,BTC,56423.5,58276.58,55899,57756.25,1105.159139,63829847.49
1.64E+12,23-11-2021,BTC,56975.38,57882.26,55384,56423.5,1584.777182,89418675.31
1.64E+12,22-11-2021,BTC,57440.38,59581.52,55648.53,56975.38,1430.308036,81492343.88
1.64E+12,21-11-2021,BTC,58741.06,60061.89,57049.07,57440.38,649.5856736,37312447.94
1.64E+12,20-11-2021,BTC,58596.83,59886.11,57442,58741.06,777.7949993,45688502.72
1.64E+12,19-11-2021,BTC,55911.16,59042,55856.95,58596.83,1483.11626,86905911.36
1.64E+12,18-11-2021,BTC,59885.21,60106.3,53760,55911.16,3999.420932,223612263.7
1.64E+12,17-11-2021,BTC,59050.45,60976.25,58434.8,59885.21,1794.835456,107484098.2
1.64E+12,16-11-2021,BTC,60944.13,61558.53,58573,59050.45,2725.200365,160924307.9
1.64E+12,15-11-2021,BTC,65744.18,66340.74,60503,60944.13,1790.800894,109138802.5
1.64E+12,14-11-2021,BTC,64673.28,66200,63602.2,65744.18,528.4997249,34745781.04
1.64E+12,13-11-2021,BTC,63805.12,65338.87,63409.49,64673.28,310.0065388,20049139.69
1.64E+12,12-11-2021,BTC,64857.63,65071.49,62875,63805.12,1466.288269,93556698.98
1.64E+12,11-11-2021,BTC,64785.34,65587,64121,64857.63,1050.512138,68133727.55
1.64E+12,10-11-2021,BTC,66491.25,69000,62927.97,64785.34,2966.578623,192190804.7
1.64E+12,09-11-2021,BTC,68525.75,68529.52,66262.48,66491.25,1229.455106,81748006.82
1.64E+12,08-11-2021,BTC,65235.2,68534.11,65138,68525.75,1421.07585,97380288.4
1.64E+12,07-11-2021,BTC,62199.69,65680,61537.32,65235.2,892.8235258,58243521.27
1.64E+12,06-11-2021,BTC,61172.03,62338.16,60120,62199.69,758.383379,47171211.08
1.64E+12,05-11-2021,BTC,62249.6,64000,60777.3,61172.03,1043.914728,63858383.03
1.64E+12,04-11-2021,BTC,62469.83,62858.83,60724.16,62249.6,1036.528464,64523482.28
1.64E+12,03-11-2021,BTC,63257.57,63547.54,60110,62469.83,1448.486915,90486731.32
1.64E+12,02-11-2021,BTC,61133.24,64319,61124.5,63257.57,1791.903727,113351475.5
1.64E+12,01-11-2021,BTC,59947.01,62490,59490.18,61133.24,1488.557124,91000319.9
1.64E+12,31-10-2021,BTC,61719.1,61768,59731.57,59947.01,975.6503578,58487321.76
1.64E+12,30-10-2021,BTC,61669.43,62487.97,60696.52,61719.1,1116.811788,68928618.44
1.64E+12,29-10-2021,BTC,61706.36,62978,60367,61669.43,1737.129172,107127765.9
1.64E+12,28-10-2021,BTC,58884.7,62508.87,57500,61706.36,2789.7925,172147940.3
1.64E+12,27-10-2021,BTC,60728,61500,58100,58884.7,1865.115686,109826777.7
1.64E+12,26-10-2021,BTC,62765.47,63102.8,59850,60728,1278.713199,77653695.17
1.64E+12,25-10-2021,BTC,62091.93,63703.3,61822.81,62765.47,1477.088886,92710178.18
1.64E+12,24-10-2021,BTC,61226,62223.14,59505,62091.93,848.6999797,52697419.73
1.63E+12,23-10-2021,BTC,61234.9,61743.51,59648.91,61226,543.6843493,33287617.97
1.63E+12,22-10-2021,BTC,63243.4,63745.62,60000,61234.9,1652.985291,101220389
1.63E+12,21-10-2021,BTC,65077.99,66643.14,61418.02,63243.4,2908.734738,183958274.6
1.63E+12,20-10-2021,BTC,63870.2,66994.72,63540.51,65077.99,2836.5884,184599471.5
1.63E+12,19-10-2021,BTC,62600,64498.12,61312,63870.2,1914.147308,122256971.4
1.63E+12,18-10-2021,BTC,62100,62973.38,59926.13,62600,2631.534652,164734069.2
1.63E+12,17-10-2021,BTC,61144.42,62552.73,58937.03,62100,929.5099385,57722567.18
1.63E+12,16-10-2021,BTC,61624.84,62366.08,60174.14,61144.42,864.5657209,52863369.55
1.63E+12,15-10-2021,BTC,59407.55,62898,58768.79,61624.84,3069.459601,189154956.8
1.63E+12,14-10-2021,BTC,58073.82,59450,56807.96,59407.55,1166.894314,69322332.3
1.63E+12,13-10-2021,BTC,56289.06,58500.02,54250,58073.82,1574.695193,91448565.21
1.63E+12,12-10-2021,BTC,56710,57688.88,53911.79,56289.06,1713.917114,96474783.26
1.63E+12,11-10-2021,BTC,56520.58,58000,55838.77,56710,1027.906147,58292557.57
1.63E+12,10-10-2021,BTC,55043.76,56759.01,54376.52,56520.58,1166.244684,65916825.98
1.63E+12,09-10-2021,BTC,54588,55486.87,54115.27,55043.76,707.7223449,38955698.9
1.63E+12,08-10-2021,BTC,53826.69,56150.58,53655,54588,1485.778019,81105650.53
1.63E+12,07-10-2021,BTC,54838.9,55231.53,53366,53826.69,1338.830408,72064809.34
1.63E+12,06-10-2021,BTC,51561.6,55800,50410,54838.9,3288.231083,180322975.5
1.63E+12,05-10-2021,BTC,49320.94,51927.83,49108.3,51561.6,1691.523469,87217656.5
1.63E+12,04-10-2021,BTC,47509.65,49789.33,46926.68,49320.94,1755.41301,86578619.74
1.63E+12,03-10-2021,BTC,47899.79,49259.3,47372.35,47509.65,864.7954663,41086129.93
1.63E+12,02-10-2021,BTC,47555.51,48346.7,47144,47899.79,761.864461,36493147.69
1.63E+12,01-10-2021,BTC,43628.16,48495.68,43472.59,47555.51,3254.016403,154746409.6
1.63E+12,30-09-2021,BTC,43601.2,44097.7,42702.71,43628.16,1891.523643,82523696.15
1.63E+12,29-09-2021,BTC,42210.47,43726.63,40908.41,43601.2,1511.581965,65906787.55
1.63E+12,28-09-2021,BTC,42565.16,42771.12,40764.26,42210.47,2104.499369,88831907.47
1.63E+12,27-09-2021,BTC,44024.27,44250.76,41980.4,42565.16,1531.05566,65169629.13
1.63E+12,26-09-2021,BTC,42239.94,44350,40801.19,44024.27,1395.678882,61443743.95
1.63E+12,25-09-2021,BTC,42650,42985.06,41677.82,42239.94,1058.065004,44692602.3
1.63E+12,24-09-2021,BTC,44301,45157.81,40696,42650,4398.265361,187586017.6
1.63E+12,23-09-2021,BTC,44094.55,45062.97,43389.94,44301,1699.820955,75303768.12
1.63E+12,22-09-2021,BTC,42089.88,44231.92,41836.59,44094.55,1238.610076,54615953.92
1.63E+12,21-09-2021,BTC,42688.03,43655.53,39590,42089.88,2962.611037,124695943
1.63E+12,20-09-2021,BTC,45553.62,45837.9,40137.98,42688.03,4373.379477,186690954.3
1.63E+12,19-09-2021,BTC,47854.23,48333.32,45175.2,45553.62,860.7123305,39208562.43
1.63E+12,18-09-2021,BTC,47962.79,48808.97,47613.93,47854.23,671.3561499,32127231.61
1.63E+12,17-09-2021,BTC,47907,48165.96,46754.93,47962.79,1247.382892,59827963.71
1.63E+12,16-09-2021,BTC,47629.1,48500,47041.24,47907,1069.566993,51239745.94
1.63E+12,15-09-2021,BTC,47101.27,48455.16,46730.15,47629.1,1276.624243,60804463.75
1.63E+12,14-09-2021,BTC,45206.43,47498.54,45067.51,47101.27,1516.062421,71408465.43
1.63E+12,13-09-2021,BTC,44619.12,46897,43400,45206.43,2422.246994,109501139.2
